toplam_maliyet,siparis_maliyeti_toplam,elde_tutma_toplam,stoksuz_ceza_toplam,servis_seviyesi,ortalama_stok,stoksuz_gun_sayisi,toplam_talep,karsilanan_talep,parca_no,kullanilan_r,kullanilan_Q,senaryo
1254.2542,330.0,924.2542,0.0,1.0,100.0925,0.0,71.8705,71.8705,Part-1066,113,50,mevcut
4408.3861,510.0,1127.7028,2770.6833,0.9874,34.528,0.5,75.9247,74.472,Part-1067,46,20,mevcut
1549.384,510.0,1039.384,0.0,1.0,44.3572,0.0,63.0249,63.0249,Part-1068,38,25,mevcut
101689.6717,2845.0,98844.6717,0.0,1.0,143.5052,0.0,246.2026,246.2026,Part-1069,235,6,mevcut
1589.6195,1000.0,440.3858,149.2337,0.9909,189.8332,0.7,150.7438,148.9514,Part-1070,184,250,mevcut
242.7515,150.0,92.7515,0.0,1.0,150.6055,0.0,112.4128,112.4128,Part-1071,137,188,mevcut
19726.3406,1515.0,18211.3406,0.0,1.0,364.3788,0.0,621.4035,621.4035,Part-1072,521,41,mevcut
513620.6695,3180.0,28886.9325,481553.737,0.9278,1050.0521,2.4,5726.1175,5279.9287,Part-1073,1432,163,mevcut
50545.5473,3840.0,36296.1309,10409.4164,0.9941,67.8285,0.1,111.6757,110.8105,Part-1074,115,5,mevcut
4198.0303,580.0,3618.0303,0.0,1.0,57.1553,0.0,63.3935,63.3935,Part-1075,71,19,mevcut
28555.2577,2430.0,26125.2577,0.0,1.0,55.4142,0.0,78.1361,78.1361,Part-1076,80,8,mevcut
5646.6541,750.0,2136.0579,2760.5962,0.9909,455.5466,0.7,1566.9099,1547.628,Part-1077,600,255,mevcut
805.8533,290.0,450.0995,65.7538,0.9956,55.7952,0.1,39.0681,38.841,Part-1078,60,38,mevcut
3016.4576,640.0,1388.6964,987.7613,0.994,133.1317,0.3,412.8323,409.6861,Part-1079,195,79,mevcut
75544.4586,1120.0,6835.0113,67589.4473,0.9648,271.3044,1.2,754.8871,720.9355,Part-1080,354,148,mevcut
1427.2482,350.0,1077.2482,0.0,1.0,59.3049,0.0,51.5993,51.5993,Part-1081,68,31,mevcut
25292.2683,515.0,2250.3152,22526.9531,0.9499,92.1246,3.6,361.6543,339.8176,Part-1082,140,31,mevcut
4317.5117,770.0,2812.3289,735.1828,0.9971,110.749,0.1,104.6729,104.2814,Part-1083,145,30,mevcut
2206.7754,480.0,1726.7754,0.0,1.0,52.3775,0.0,36.1195,36.1195,Part-1084,64,20,mevcut
86371.4019,3930.0,53153.4716,29287.9303,0.9957,488.7541,0.4,1088.7461,1081.3177,Part-1085,732,107,mevcut
19016.8829,1730.0,16090.5017,1196.3812,0.9992,60.3588,0.1,99.8816,99.7773,Part-1086,90,9,mevcut
1201.4592,157.5,185.4361,858.5231,0.9823,77.6951,2.1,202.1481,197.4229,Part-1087,71,125,mevcut
163957.0779,3350.0,23035.8091,137571.2687,0.9347,78.7846,4.0,288.5877,268.3808,Part-1088,66,29,mevcut
8571.9332,675.0,7896.9332,0.0,1.0,23.9164,0.0,36.1195,36.1195,Part-1089,25,5,mevcut
6417.5875,1420.0,4997.5875,0.0,1.0,35.8909,0.0,33.9081,33.9081,Part-1090,47,10,mevcut
1234.877,345.0,889.877,0.0,1.0,38.6987,0.0,33.9081,33.9081,Part-1091,35,29,mevcut
5885.9926,540.0,2043.7405,3302.252,0.9821,53.166,0.3,118.6785,115.462,Part-1092,71,30,mevcut
2022.2128,520.0,1502.2128,0.0,1.0,41.7321,0.0,31.6967,31.6967,Part-1093,51,15,mevcut
917.2222,570.0,347.2222,0.0,1.0,39.9381,0.0,27.6425,27.6425,Part-1094,41,49,mevcut
10449.3781,1770.0,8679.3781,0.0,1.0,35.1066,0.0,31.6967,31.6967,Part-1095,50,4,mevcut
5566.0667,960.0,4606.0667,0.0,1.0,35.7414,0.0,28.7482,28.7482,Part-1096,42,6,mevcut
3133.0785,680.0,2453.0785,0.0,1.0,63.1995,0.0,60.8135,60.8135,Part-1097,72,17,mevcut
2026.6132,550.0,1476.6132,0.0,1.0,33.7499,0.0,29.4853,29.4853,Part-1098,38,11,mevcut
1451.5213,350.0,1101.5213,0.0,1.0,27.7151,0.0,30.2225,30.2225,Part-1099,31,15,mevcut
30025.1022,1132.5,3313.1048,25579.4974,0.9752,32.919,2.3,282.7146,275.077,Part-1100,81,19,mevcut
1357.7342,365.0,992.7342,0.0,1.0,24.5762,0.0,31.3282,31.3282,Part-1101,29,7,mevcut
15382.3844,1290.0,14092.3844,0.0,1.0,24.949,0.0,52.3365,52.3365,Part-1102,31,8,mevcut
1437.6599,330.0,978.4449,129.2151,0.9988,103.8122,0.1,186.789,186.4996,Part-1103,121,83,mevcut
1136.9377,202.5,642.0277,292.41,0.9967,39.2112,0.4,64.1306,63.7918,Part-1104,41,33,mevcut
68703.6938,2385.0,66318.6938,0.0,1.0,119.4767,0.0,107.99,107.99,Part-1105,186,8,mevcut
2057.4869,510.0,1547.4869,0.0,1.0,34.7249,0.0,36.8567,36.8567,Part-1106,44,10,mevcut
25720.7688,2030.0,23690.7688,0.0,1.0,50.6428,0.0,48.2822,48.2822,Part-1107,73,5,mevcut
10314.0074,1010.0,9304.0074,0.0,1.0,381.5486,0.0,767.7245,767.7245,Part-1108,484,100,mevcut
5202.4833,622.5,4579.9833,0.0,1.0,30.6026,0.0,28.7482,28.7482,Part-1109,40,7,mevcut
39059.9168,4200.0,30473.5677,4386.3491,0.9961,72.8977,0.1,82.5589,82.1318,Part-1110,109,8,mevcut
4123.131,547.5,2788.3165,787.3145,0.9956,107.1893,0.1,92.8788,92.3483,Part-1111,141,30,mevcut
134950.4396,4852.5,130097.9396,0.0,1.0,288.0249,0.0,449.2828,449.2828,Part-1112,466,11,mevcut
1822.111,1000.0,717.0346,105.0765,0.9968,36.4975,0.1,25.7997,25.6912,Part-1113,35,34,mevcut
5192.263,800.0,3348.4411,1043.8218,0.9911,79.1081,0.7,98.4073,97.2607,Part-1114,108,24,mevcut
1298.4097,330.0,968.4097,0.0,1.0,42.3039,0.0,32.4339,32.4339,Part-1115,49,17,mevcut
2985.1527,990.0,1995.1527,0.0,1.0,75.3916,0.0,64.1306,64.1306,Part-1116,87,44,mevcut
8644.9898,1110.0,7534.9898,0.0,1.0,32.0555,0.0,43.1223,43.1223,Part-1117,46,5,mevcut
2872.7314,750.0,2122.7314,0.0,1.0,146.5743,0.0,249.1665,249.1665,Part-1118,141,133,mevcut
2139.9499,510.0,1629.9499,0.0,1.0,50.2991,0.0,60.4449,60.4449,Part-1119,65,16,mevcut
1313.7309,380.0,347.5797,586.1513,0.9828,120.5977,0.2,175.4378,170.6754,Part-1120,96,138,mevcut
545.4406,157.5,267.3503,120.5904,0.9949,27.8901,0.1,24.694,24.5287,Part-1121,27,26,mevcut
3185.55,840.0,2345.55,0.0,1.0,163.4351,0.0,224.4571,224.4571,Part-1122,180,133,mevcut
904.1967,315.0,589.1967,0.0,1.0,38.529,0.0,22.8511,22.8511,Part-1123,36,28,mevcut
1496.5681,277.5,1219.0681,0.0,1.0,73.7565,0.0,103.1987,103.1987,Part-1124,65,39,mevcut
3059.051,580.0,1418.9946,1060.0565,0.9932,87.7687,0.2,142.6353,141.1077,Part-1125,97,71,mevcut
621187.2417,8570.0,330824.647,281792.5947,0.9919,751.2966,0.2,1789.7599,1767.5383,Part-1126,1973,33,mevcut
234070.4091,3940.0,22271.0755,207859.3336,0.9759,77.4984,1.3,233.7017,225.418,Part-1127,133,15,mevcut
108125.8985,3705.0,52359.5327,52061.3658,0.9952,110.9008,0.2,237.7255,235.9129,Part-1128,175,13,mevcut
2385.944,760.0,1508.4976,117.4464,0.9994,59.9222,0.1,96.5645,96.4899,Part-1129,72,40,mevcut
9470.2188,1200.0,8270.2188,0.0,1.0,425.4697,0.0,589.3382,589.3382,Part-1130,584,75,mevcut
2597.3254,750.0,1482.014,365.3114,0.9958,95.2337,0.1,134.1583,133.4142,Part-1131,101,90,mevcut
353630.1383,3690.0,53063.6294,296876.5089,0.9795,190.1978,1.3,883.37,860.0087,Part-1132,328,32,mevcut
754.3917,245.0,509.3917,0.0,1.0,81.1539,0.0,59.7078,59.7078,Part-1133,88,26,mevcut
1167.7458,325.0,799.0725,43.6734,0.9997,116.6773,0.2,509.9808,509.8227,Part-1134,114,78,mevcut
48368.6336,3260.0,45108.6336,0.0,1.0,76.9719,0.0,121.2584,121.2584,Part-1135,100,11,mevcut
5031.799,820.0,1755.9875,2455.8115,0.9816,95.7874,1.2,211.9259,206.1043,Part-1136,114,58,mevcut
5314.453,795.0,4519.453,0.0,1.0,19.5113,0.0,21.7454,21.7454,Part-1137,24,7,mevcut
12306.4501,1420.0,10886.4501,0.0,1.0,77.2807,0.0,109.8329,109.8329,Part-1138,111,13,mevcut
372735.8227,2917.5,65068.3905,304749.9322,0.9783,139.8566,0.6,427.5374,413.9317,Part-1139,250,13,mevcut
837.3204,330.0,507.3204,0.0,1.0,33.5605,0.0,21.0083,21.0083,Part-1140,31,24,mevcut
15165.7173,607.5,4746.1019,9812.1153,0.9897,270.6777,1.2,1233.0413,1218.4453,Part-1141,274,128,mevcut
5513.5869,890.0,3895.1096,728.4773,0.9967,117.4327,0.1,155.5352,154.8555,Part-1142,160,31,mevcut
353.3604,165.0,188.3604,0.0,1.0,84.9454,0.0,60.0764,60.0764,Part-1143,55,109,mevcut
3965.3967,710.0,2501.1739,754.2228,0.9918,60.2838,0.7,60.0764,59.4281,Part-1144,80,19,mevcut
2585.4899,530.0,1254.3179,801.172,0.9927,27.9091,0.7,37.2252,36.8702,Part-1145,36,13,mevcut
11640.5692,1140.0,9922.0958,578.4734,0.9989,668.5019,0.1,524.1019,523.3154,Part-1146,912,112,mevcut
16031.6215,620.0,3127.3525,12284.269,0.983,102.842,0.6,286.3763,278.9683,Part-1147,149,56,mevcut
1865.2817,570.0,1187.894,107.3876,0.9973,27.2331,0.1,22.4826,22.4038,Part-1148,32,14,mevcut
10271.9682,1560.0,8711.9682,0.0,1.0,25.7718,0.0,29.1168,29.1168,Part-1149,34,7,mevcut
23355.7204,1800.0,16498.2743,5057.446,0.9976,52.9558,0.1,94.7216,94.4191,Part-1150,78,12,mevcut
16939.0059,800.0,12355.9635,3783.0424,0.9971,36.5285,0.1,99.8816,99.6277,Part-1151,42,7,mevcut
1641.5639,630.0,1011.5639,0.0,1.0,49.6,0.0,54.5479,54.5479,Part-1152,40,52,mevcut
2518.7461,540.0,1978.7461,0.0,1.0,308.463,0.0,410.9519,410.9519,Part-1153,355,169,mevcut
2738.911,810.0,1928.911,0.0,1.0,49.5535,0.0,36.4881,36.4881,Part-1154,42,29,mevcut
23684.9464,1850.0,3920.5357,17914.4107,0.9767,300.6612,3.8,921.0522,894.92,Part-1155,369,297,mevcut
2079.3932,340.0,985.4818,753.9114,0.9958,36.1169,1.3,84.7703,84.2271,Part-1156,41,31,mevcut
146484.7199,10320.0,124220.9246,11943.7953,0.9996,430.2713,0.1,2011.4718,2010.5182,Part-1157,768,54,mevcut
1913.9278,400.0,1236.1647,277.763,0.9963,49.4054,0.1,43.8594,43.645,Part-1158,58,25,mevcut
1539.968,290.0,1249.968,0.0,1.0,57.1836,0.0,100.2501,100.2501,Part-1159,46,41,mevcut
8069.0466,1040.0,7029.0466,0.0,1.0,24.165,0.0,18.7969,18.7969,Part-1160,31,2,mevcut
7147.4369,730.0,6417.4369,0.0,1.0,15.5706,0.0,19.9026,19.9026,Part-1161,16,4,mevcut
833.9558,405.0,428.9558,0.0,1.0,25.3661,0.0,19.9026,19.9026,Part-1162,21,16,mevcut
875.4593,500.0,375.4593,0.0,1.0,50.6722,0.0,28.3796,28.3796,Part-1163,11,63,mevcut
5165.1185,690.0,2311.2106,2163.908,0.9923,61.8905,0.7,100.2501,99.2315,Part-1164,80,36,mevcut
1512.6491,660.0,852.6491,0.0,1.0,41.7211,0.0,26.1682,26.1682,Part-1165,43,20,mevcut
3272.0694,930.0,2342.0694,0.0,1.0,26.8132,0.0,18.0598,18.0598,Part-1166,26,14,mevcut
24782.8044,2130.0,18523.2848,4129.5197,0.9958,97.2445,0.1,62.6563,62.3072,Part-1167,136,13,mevcut
6338.0255,457.5,2568.6833,3311.8422,0.9789,85.6595,1.9,212.2944,207.5456,Part-1168,100,36,mevcut
43272.8365,3300.0,20506.4944,19466.342,0.9917,27.1123,0.7,53.0736,52.499,Part-1169,43,5,mevcut
854.4532,345.0,509.4532,0.0,1.0,18.6877,0.0,30.591,30.591,Part-1170,18,18,mevcut
849.0442,400.0,429.2931,19.7512,0.9992,21.5106,0.1,21.0083,20.9871,Part-1171,21,24,mevcut
656.3896,300.0,356.3896,0.0,1.0,71.5827,0.0,52.705,52.705,Part-1172,61,79,mevcut
997.3103,220.0,777.3103,0.0,1.0,55.2224,0.0,62.6563,62.6563,Part-1173,50,25,mevcut
16584.6572,1657.5,14927.1572,0.0,1.0,40.6757,0.0,61.5506,61.5506,Part-1174,58,4,mevcut
3620.5466,530.0,1631.0033,1459.5433,0.9926,91.2982,0.7,150.0067,148.5431,Part-1175,121,48,mevcut
369.9218,200.0,146.4825,23.4393,0.9961,28.8238,0.1,23.5883,23.4662,Part-1176,29,35,mevcut
988.6126,400.0,563.6733,24.9394,0.9989,37.7043,0.1,26.5368,26.4995,Part-1177,36,34,mevcut
3996.2876,1065.0,2931.2876,0.0,1.0,19.932,0.0,23.5883,23.5883,Part-1178,26,6,mevcut
20821.5179,1085.0,19736.5179,0.0,1.0,36.8942,0.0,50.8622,50.8622,Part-1179,55,4,mevcut
31348.2044,2080.0,29268.2044,0.0,1.0,119.0304,0.0,124.207,124.207,Part-1180,158,12,mevcut
291.6367,150.0,127.9154,13.7213,0.9969,57.3759,0.1,22.8511,22.7579,Part-1181,44,77,mevcut
3074.5945,630.0,1827.864,616.7304,0.9956,80.1604,0.1,96.1959,95.6357,Part-1182,106,29,mevcut
85.8555,50.0,32.4832,3.3723,0.9967,33.3895,0.1,14.3741,14.3122,Part-1183,20,45,mevcut
1514.7029,310.0,1204.7029,0.0,1.0,34.649,0.0,49.0194,49.0194,Part-1184,29,23,mevcut
1390.0245,530.0,860.0245,0.0,1.0,24.7637,0.0,15.1112,15.1112,Part-1185,30,8,mevcut
1847.356,600.0,849.0584,398.2976,0.9953,51.1697,0.1,63.762,63.3697,Part-1186,48,66,mevcut
362.6571,300.0,60.764,1.8931,0.9967,123.6118,0.1,14.3741,14.3122,Part-1187,17,161,mevcut
1637.1112,645.0,895.5389,96.5723,0.9981,32.8325,0.1,32.8024,32.7202,Part-1188,39,16,mevcut
922.7324,330.0,592.7324,0.0,1.0,22.5718,0.0,15.4798,15.4798,Part-1189,23,11,mevcut
4401.9083,795.0,3606.9083,0.0,1.0,26.5926,0.0,28.7482,28.7482,Part-1190,33,10,mevcut
904.7397,420.0,484.7397,0.0,1.0,21.783,0.0,13.2684,13.2684,Part-1191,25,9,mevcut
437.0494,200.0,204.9814,32.0681,0.9964,59.8236,0.1,64.1306,63.8238,Part-1192,58,71,mevcut
1942.0659,370.0,1118.6362,453.4297,0.9917,36.8052,0.7,46.0708,45.57,Part-1193,50,12,mevcut
12559.639,775.0,8533.7826,3250.8564,0.997,23.4642,0.1,39.8052,39.6493,Part-1194,35,4,mevcut
2140.496,540.0,1350.8381,249.6579,0.9967,91.8054,0.1,106.5158,106.0522,Part-1195,121,28,mevcut
1101.4706,315.0,786.4706,0.0,1.0,21.9077,0.0,30.591,30.591,Part-1196,12,21,mevcut
6389.6144,660.0,5729.6144,0.0,1.0,194.604,0.0,181.3348,181.3348,Part-1197,253,42,mevcut
5716.2305,307.5,1684.7939,3723.9366,0.9733,57.4802,1.0,147.1385,141.399,Part-1198,71,38,mevcut
349.0862,150.0,199.0862,0.0,1.0,27.0062,0.0,15.4798,15.4798,Part-1199,11,31,mevcut
682.3341,345.0,288.0844,49.2496,0.9978,25.9505,0.1,27.6425,27.562,Part-1200,26,24,mevcut
1719.6903,285.0,1434.6903,0.0,1.0,40.7207,0.0,55.285,55.285,Part-1201,51,16,mevcut
2778.2128,960.0,1818.2128,0.0,1.0,93.1946,0.0,187.6005,187.6005,Part-1202,103,51,mevcut
413.6826,300.0,94.7286,18.954,0.9935,33.7972,0.5,26.1682,25.9454,Part-1203,33,43,mevcut
1252.8169,420.0,832.8169,0.0,1.0,23.4473,0.0,18.7969,18.7969,Part-1204,27,10,mevcut
962.9509,500.0,314.2786,148.6723,0.9904,58.8631,0.7,30.2225,29.8411,Part-1205,25,83,mevcut
600.9425,170.0,430.9425,0.0,1.0,23.48,0.0,12.5313,12.5313,Part-1206,26,11,mevcut
6685.4769,1275.0,4411.3307,999.1461,0.9953,11.9381,0.1,12.1627,12.0873,Part-1207,16,3,mevcut
783.5328,217.5,566.0328,0.0,1.0,18.3651,0.0,31.3282,31.3282,Part-1208,15,13,mevcut
641.5565,270.0,371.5565,0.0,1.0,20.5078,0.0,14.7427,14.7427,Part-1209,21,13,mevcut
681.7919,172.5,509.2919,0.0,1.0,14.2121,0.0,16.9541,16.9541,Part-1210,13,12,mevcut
675.2454,315.0,360.2454,0.0,1.0,19.0278,0.0,12.5313,12.5313,Part-1211,18,15,mevcut
236607.5227,6080.0,172477.9476,58049.5751,0.997,309.8387,0.1,625.4577,623.0094,Part-1212,594,16,mevcut
13938.2341,3550.0,10388.2341,0.0,1.0,16.6613,0.0,19.534,19.534,Part-1213,22,5,mevcut
473497.4234,5220.0,185173.5375,283103.8859,0.9893,452.5158,0.2,1116.3886,1097.5333,Part-1214,720,37,mevcut
1571.9434,630.0,941.9434,0.0,1.0,19.5901,0.0,11.4256,11.4256,Part-1215,18,15,mevcut
12932.9309,1590.0,11342.9309,0.0,1.0,33.7744,0.0,30.591,30.591,Part-1216,48,3,mevcut
4887.6277,940.0,3947.6277,0.0,1.0,161.0197,0.0,368.9353,368.9353,Part-1217,170,47,mevcut
4232.9495,530.0,2595.1453,1107.8042,0.9976,285.2928,0.5,672.9642,670.4291,Part-1218,323,145,mevcut
1300.7309,460.0,840.7309,0.0,1.0,47.3727,0.0,76.6619,76.6619,Part-1219,46,50,mevcut
33280.4841,840.0,4383.1053,28057.3788,0.9725,269.4997,3.0,1187.7761,1146.4331,Part-1220,427,96,mevcut
1303.2573,600.0,566.3194,136.9379,0.9945,17.8453,0.1,12.5313,12.4414,Part-1221,18,22,mevcut
900016.5123,3260.0,80324.196,816432.3162,0.9651,281.8393,2.4,1850.1776,1769.2936,Part-1222,512,22,mevcut
1013.7923,600.0,413.7923,0.0,1.0,18.0575,0.0,11.057,11.057,Part-1223,18,18,mevcut
842.6563,240.0,602.6563,0.0,1.0,20.749,0.0,11.4256,11.4256,Part-1224,19,13,mevcut
346.4569,195.0,151.4569,0.0,1.0,109.175,0.0,89.1931,89.1931,Part-1225,91,147,mevcut
1106.0714,550.0,556.0714,0.0,1.0,23.5033,0.0,14.7427,14.7427,Part-1226,12,30,mevcut
3047.2036,1020.0,2027.2036,0.0,1.0,28.0434,0.0,37.5938,37.5938,Part-1227,32,18,mevcut
8221.1757,1590.0,6631.1757,0.0,1.0,10.2238,0.0,9.5827,9.5827,Part-1228,10,3,mevcut
850.5742,315.0,535.5742,0.0,1.0,27.5829,0.0,28.0111,28.0111,Part-1229,28,28,mevcut
2653.7015,1150.0,1503.7015,0.0,1.0,36.5335,0.0,22.8511,22.8511,Part-1230,35,24,mevcut
39986.4283,2220.0,37766.4283,0.0,1.0,73.7314,0.0,84.4018,84.4018,Part-1231,93,10,mevcut
10415.5755,1340.0,2189.4237,6886.1517,0.9865,242.0361,1.4,1716.8192,1691.3921,Part-1232,243,243,mevcut
43609.2497,1400.0,2687.3019,39521.9477,0.9688,215.2917,2.3,991.9264,952.6959,Part-1233,357,157,mevcut
1091.1165,620.0,471.1165,0.0,1.0,12.9027,0.0,9.5827,9.5827,Part-1234,14,8,mevcut
2185.542,525.0,1342.7753,317.7667,0.9977,47.7271,0.1,58.2335,58.0573,Part-1235,55,30,mevcut
6468.9526,1200.0,5268.9526,0.0,1.0,8.4005,0.0,21.0083,21.0083,Part-1236,8,4,mevcut
4860.0128,1010.0,3850.0128,0.0,1.0,9.652,0.0,9.9513,9.9513,Part-1237,13,2,mevcut
516.2845,340.0,176.2845,0.0,1.0,15.3453,0.0,9.9513,9.9513,Part-1238,16,20,mevcut
3897.6311,350.0,1322.3012,2225.3299,0.9847,71.4222,2.0,152.4269,149.44,Part-1239,71,56,mevcut
8420.0354,1455.0,6965.0354,0.0,1.0,377.2896,0.0,633.5662,633.5662,Part-1240,461,93,mevcut
1006.5333,315.0,466.3236,225.2096,0.9921,26.8313,0.7,24.3254,24.0746,Part-1241,26,27,mevcut
432.982,300.0,132.982,0.0,1.0,85.2917,0.0,18.7969,18.7969,Part-1242,16,108,mevcut
42817.949,840.0,4032.5139,37945.4351,0.9651,137.2203,2.5,472.6814,452.0302,Part-1243,191,83,mevcut
3667.6519,735.0,2932.6519,0.0,1.0,10.6575,0.0,8.8456,8.8456,Part-1244,13,4,mevcut
1986.9682,440.0,1543.5258,3.4424,1.0,73.6862,0.1,106.8843,106.8798,Part-1245,78,40,mevcut
1767.2338,660.0,1107.2338,0.0,1.0,12.7127,0.0,8.477,8.477,Part-1246,12,9,mevcut
203.2846,105.0,98.2846,0.0,1.0,12.9011,0.0,12.5313,12.5313,Part-1247,13,12,mevcut
1156.7321,630.0,526.7321,0.0,1.0,113.1402,0.0,172.8578,172.8578,Part-1248,95,124,mevcut
297.6672,150.0,116.2945,31.3727,0.9878,20.1226,1.5,8.1085,7.9845,Part-1249,11,28,mevcut
1805.4848,397.5,1407.9848,0.0,1.0,38.7239,0.0,33.5396,33.5396,Part-1250,47,14,mevcut
2769.8546,930.0,1839.8546,0.0,1.0,12.2624,0.0,7.0028,7.0028,Part-1251,14,7,mevcut
3137.0343,510.0,2627.0343,0.0,1.0,5.2939,0.0,7.3713,7.3713,Part-1252,5,2,mevcut
529.549,240.0,289.549,0.0,1.0,26.8869,0.0,18.4283,18.4283,Part-1253,27,14,mevcut
46099.7219,1080.0,5523.2738,39496.4481,0.9327,114.6414,3.5,445.7802,412.4355,Part-1254,155,38,mevcut
5791.8142,1650.0,4141.8142,0.0,1.0,223.3111,0.0,221.5086,221.5086,Part-1255,251,133,mevcut
1632.1884,460.0,539.8871,632.3013,0.9917,33.7722,0.7,49.7565,49.2116,Part-1256,35,37,mevcut
1220.7154,570.0,650.7154,0.0,1.0,8.759,0.0,8.1085,8.1085,Part-1257,6,8,mevcut
929.0734,280.0,422.0488,227.0246,0.9925,88.7509,0.7,105.7786,104.7439,Part-1258,94,73,mevcut
1275.2414,290.0,588.4411,396.8003,0.9978,21.763,1.1,47.9137,47.7452,Part-1259,29,11,mevcut
3695.2169,690.0,1756.2728,1248.9441,0.9916,393.3925,0.4,943.0548,933.1189,Part-1260,516,281,mevcut
10868.6236,1780.0,9088.6236,0.0,1.0,35.7617,0.0,31.3282,31.3282,Part-1261,51,4,mevcut
494.8079,200.0,294.8079,0.0,1.0,96.3694,0.0,61.9192,61.9192,Part-1262,34,115,mevcut
648.8431,330.0,318.8431,0.0,1.0,13.9972,0.0,6.2656,6.2656,Part-1263,13,9,mevcut
565.5706,230.0,335.5706,0.0,1.0,8.9932,0.0,6.6342,6.6342,Part-1264,8,6,mevcut
716.4459,250.0,328.6822,137.7638,0.992,10.7571,0.7,7.0028,6.929,Part-1265,13,4,mevcut
4680.5026,700.0,3412.8994,567.6032,0.9961,6.8965,0.1,5.8971,5.8666,Part-1266,9,2,mevcut
405.9663,157.5,174.2035,74.2628,0.9932,9.9157,0.6,6.6342,6.5749,Part-1267,9,8,mevcut
462.9494,300.0,162.9494,0.0,1.0,23.1528,0.0,6.2656,6.2656,Part-1268,7,25,mevcut
973.3571,570.0,403.3571,0.0,1.0,10.2224,0.0,7.0028,7.0028,Part-1269,10,12,mevcut
1011.529,460.0,551.529,0.0,1.0,16.3786,0.0,9.9513,9.9513,Part-1270,15,11,mevcut
572.9477,180.0,303.807,89.1407,0.995,22.1318,0.1,18.4283,18.308,Part-1271,22,17,mevcut
524.8527,165.0,359.8527,0.0,1.0,37.836,0.0,52.705,52.705,Part-1272,37,38,mevcut
9949.3754,990.0,8959.3754,0.0,1.0,20.9685,0.0,26.9054,26.9054,Part-1273,24,6,mevcut
2588.0422,880.0,1708.0422,0.0,1.0,45.2545,0.0,37.5938,37.5938,Part-1274,48,17,mevcut
2117.5705,690.0,1427.5705,0.0,1.0,4.8547,0.0,5.8971,5.8971,Part-1275,5,4,mevcut
1930.1503,930.0,751.9158,248.2345,0.9926,17.5883,0.7,13.637,13.5039,Part-1276,19,12,mevcut
2129.6352,450.0,1679.6352,0.0,1.0,6.0769,0.0,5.8971,5.8971,Part-1277,7,2,mevcut
1093.119,500.0,501.2038,91.9153,0.9925,73.9893,0.7,37.5938,37.2243,Part-1278,28,103,mevcut
33799.5449,1507.5,8939.8332,23352.2117,0.9908,25.5102,0.5,60.4449,59.6204,Part-1279,41,4,mevcut
1804.9141,640.0,960.5692,204.3449,0.9934,59.3462,0.6,32.8024,32.5202,Part-1280,66,32,mevcut
679.4225,300.0,379.4225,0.0,1.0,51.6251,0.0,43.8594,43.8594,Part-1281,44,50,mevcut
33372.0282,2490.0,27798.5865,3083.4417,0.9988,52.6299,0.1,82.5589,82.4318,Part-1282,78,8,mevcut
3803.3266,795.0,3008.3266,0.0,1.0,107.9248,0.0,96.933,96.933,Part-1283,129,37,mevcut
358.0186,300.0,58.0186,0.0,1.0,20.0025,0.0,4.7914,4.7914,Part-1284,6,26,mevcut
3023.493,735.0,2288.493,0.0,1.0,4.9247,0.0,4.7914,4.7914,Part-1285,6,2,mevcut
357.1471,200.0,157.1471,0.0,1.0,14.7943,0.0,5.5285,5.5285,Part-1286,9,17,mevcut
4506.0093,705.0,2398.4453,1402.564,0.9878,4.3747,1.5,4.0542,3.9922,Part-1287,6,1,mevcut
14356.1396,2400.0,11956.1396,0.0,1.0,17.0189,0.0,14.7427,14.7427,Part-1288,22,4,mevcut
664.3979,500.0,164.3979,0.0,1.0,18.2517,0.0,7.3713,7.3713,Part-1289,7,24,mevcut
412.6785,300.0,112.6785,0.0,1.0,7.9992,0.0,3.6857,3.6857,Part-1290,8,8,mevcut
8907.3881,2200.0,4772.4426,1934.9455,0.9961,16.5962,0.1,17.6912,17.5997,Part-1291,20,8,mevcut
135.8702,82.5,53.3702,0.0,1.0,8.3802,0.0,4.7914,4.7914,Part-1292,5,9,mevcut
998.7556,420.0,578.7556,0.0,1.0,30.2739,0.0,32.4339,32.4339,Part-1293,26,30,mevcut
1126.3099,262.5,491.6799,372.13,0.9926,174.09,0.6,506.1182,501.2537,Part-1294,220,186,mevcut
1028.3245,330.0,698.3245,0.0,1.0,29.85,0.0,26.1682,26.1682,Part-1295,30,24,mevcut
1054.1813,465.0,527.5624,61.6189,0.9984,15.645,0.1,14.3741,14.3431,Part-1296,14,10,mevcut
1150.275,480.0,670.275,0.0,1.0,25.7988,0.0,16.9541,16.9541,Part-1297,26,13,mevcut
3794.8543,615.0,1145.8775,2033.9767,0.9888,107.1586,0.2,222.2024,218.3008,Part-1298,132,68,mevcut
269.4777,130.0,139.4777,0.0,1.0,8.2165,0.0,5.5285,5.5285,Part-1299,7,10,mevcut
2372.1062,800.0,1572.1062,0.0,1.0,42.278,0.0,47.9137,47.9137,Part-1300,28,44,mevcut
615.8441,245.0,370.8441,0.0,1.0,17.3811,0.0,12.5313,12.5313,Part-1301,21,6,mevcut
2760.6514,450.0,1789.6217,521.0297,0.9961,4.5827,0.1,2.9485,2.9333,Part-1302,5,3,mevcut
536.4809,390.0,129.1598,17.3211,0.9961,5.0983,0.1,2.9485,2.9333,Part-1303,5,7,mevcut
