parca_no,mevcut_r,mevcut_Q,onerilen_r,onerilen_Q,optimize_maliyet,servis_seviyesi,ortalama_stok,stoksuz_gun,hedef_servis_saglandir,r_degisimi,Q_degisimi,mevcut_maliyet,maliyet_tasarrufu,tasarruf_orani
Part-1026,79,32,76,40,1307.48,1.0,67.0376,0.0,True,-3,8,1354.7856,47.31,3.49
Part-1027,34,6,19,5,7164.48,1.0,17.704,0.0,True,-15,-1,12345.0982,5180.62,41.96
Part-1028,50,11,31,24,5790.01,1.0,28.2072,0.0,True,-19,13,8026.4181,2236.41,27.86
Part-1029,28,6,21,10,9702.55,0.9995,18.4683,0.6,True,-7,4,11825.4762,2122.93,17.95
Part-1030,147,70,52,71,1740.36,0.9917,52.6289,0.7,True,-95,1,3024.285,1283.92,42.45
Part-1031,784,65,733,142,18456.84,1.0,526.6256,0.0,True,-51,77,24124.6377,5667.8,23.49
Part-1032,91,14,27,18,18078.72,1.0,28.8764,0.0,True,-64,4,50916.4447,32837.72,64.49
Part-1033,51,109,15,50,295.17,0.9989,33.4927,1.2,True,-36,-59,328.3241,33.15,10.1
Part-1034,249,21,251,120,60687.4,1.0,201.3386,0.0,True,2,99,200605.4048,139918.0,69.75
Part-1035,101,21,31,26,877.95,0.9996,27.4029,0.1,True,-70,5,2271.9201,1393.97,61.36
Part-1036,56,6,32,25,20871.4,1.0,28.6627,0.0,True,-24,19,29179.5389,8308.14,28.47
Part-1037,182,16,175,147,63079.04,1.0,154.9642,0.0,True,-7,131,372917.1843,309838.14,83.08
Part-1038,131,44,58,73,2104.89,0.9999,62.4999,0.2,True,-73,29,3875.2388,1770.35,45.68
Part-1039,171,9,188,80,81785.87,1.0,152.9431,0.0,True,17,71,290920.261,209134.39,71.89
Part-1040,65,59,24,67,1353.24,1.0,43.2906,0.0,True,-41,8,2166.1728,812.93,37.53
Part-1041,61,26,20,25,1297.74,0.9973,20.6469,0.1,True,-41,-1,2528.3696,1230.63,48.67
Part-1042,490,17,288,210,125195.47,1.0,260.5458,0.0,True,-202,193,147120.2016,21924.73,14.9
Part-1043,85,12,47,21,13099.68,1.0,38.2279,0.0,True,-38,9,22746.3918,9646.71,42.41
Part-1044,225,22,214,70,58233.88,1.0,157.0211,0.0,True,-11,48,78889.5632,20655.68,26.18
Part-1045,258,85,185,148,1660.76,1.0,164.8469,0.0,True,-73,63,2236.9069,576.15,25.76
Part-1046,55,30,46,35,1406.33,0.9999,40.4047,0.1,True,-9,5,3501.6076,2095.28,59.84
Part-1047,34,7,25,13,5057.53,0.9989,25.8461,0.8,True,-9,6,5398.8613,341.33,6.32
Part-1048,93,29,36,49,370.17,1.0,42.7857,0.0,True,-57,20,721.1811,351.01,48.67
Part-1049,49,10,62,51,29207.14,0.9902,50.1642,0.7,True,13,41,85141.2019,55934.06,65.7
Part-1050,83,24,48,37,1329.68,1.0,43.2849,0.0,True,-35,13,2062.8823,733.2,35.54
Part-1051,74,6,21,18,10656.54,0.9961,18.7644,0.1,True,-53,12,23121.9096,12465.37,53.91
Part-1052,47,5,21,18,9104.33,0.9974,18.8467,0.1,True,-26,13,14519.06,5414.73,37.29
Part-1053,37,9,30,54,29611.49,0.9993,48.1381,0.2,True,-7,45,244211.0855,214599.6,87.87
Part-1054,57,7,24,19,9750.22,1.0,24.2101,0.0,True,-33,12,19637.149,9886.93,50.35
Part-1055,104,26,25,34,1396.53,0.992,25.2662,0.7,True,-79,8,3435.903,2039.37,59.35
Part-1056,125,24,69,54,2700.26,1.0,62.3747,0.0,True,-56,30,4238.582,1538.32,36.29
Part-1057,78,118,43,100,945.13,1.0,78.906,0.1,True,-35,-18,1233.0305,287.9,23.35
Part-1058,101,14,23,31,1303.0,0.9944,24.1742,0.1,True,-78,17,3164.5999,1861.6,58.83
Part-1059,664,755,331,884,432.91,1.0,578.9045,0.0,True,-333,129,598.2261,165.32,27.64
Part-1060,383,30,203,160,69261.12,1.0,180.9942,0.0,True,-180,130,102424.9449,33163.82,32.38
Part-1061,133,76,96,83,1696.93,0.9962,84.9787,0.1,True,-37,7,2540.498,843.57,33.2
Part-1062,72,12,51,16,12089.7,0.9972,37.015,0.1,True,-21,4,15420.3594,3330.66,21.6
Part-1063,37,7,21,17,4478.32,0.993,18.2977,0.7,True,-16,10,5805.2793,1326.96,22.86
Part-1064,58,69,14,42,346.52,0.9883,28.7375,1.3,True,-44,-27,473.0087,126.49,26.74
Part-1065,131,75,32,84,909.88,1.0,58.7157,0.0,True,-99,9,1995.5871,1085.71,54.41
Part-1066,113,50,33,46,574.84,1.0,39.5103,0.0,True,-80,-4,1254.2542,679.41,54.17
Part-1067,46,20,40,62,2260.61,0.9973,47.1477,0.1,True,-6,42,4408.3861,2147.78,48.72
Part-1068,38,25,16,28,961.67,1.0,25.6772,0.0,True,-22,3,1549.384,587.71,37.93
Part-1069,235,6,158,70,88893.57,1.0,128.7386,0.0,True,-77,64,101689.6717,12796.1,12.58
Part-1070,184,250,64,133,1303.93,0.9902,83.8916,0.8,True,-120,-117,1589.6195,285.69,17.97
Part-1071,137,188,51,122,185.28,0.9997,86.0179,0.2,True,-86,-66,242.7515,57.47,23.67
Part-1072,521,41,362,347,19019.13,1.0,377.0899,0.0,True,-159,306,19726.3406,707.21,3.59
Part-1073,1432,163,1681,1388,54696.84,0.9999,1926.5132,0.7,True,249,1225,513620.6695,458923.83,89.35
Part-1074,115,5,70,29,38543.26,0.9941,51.5474,0.1,True,-45,24,50545.5473,12002.29,23.75
Part-1075,71,19,31,39,2716.72,0.9991,34.9665,0.1,True,-40,20,4198.0303,1481.31,35.29
Part-1076,80,8,39,31,17190.65,1.0,35.4131,0.0,True,-41,23,28555.2577,11364.61,39.8
Part-1077,600,255,675,551,4365.42,0.9962,633.5796,0.1,True,75,296,5646.6541,1281.23,22.69
Part-1078,60,38,20,30,463.51,0.995,22.3814,0.4,True,-40,-8,805.8533,342.34,42.48
Part-1079,195,79,192,93,2676.65,0.9957,137.3674,0.1,True,-3,14,3016.4576,339.81,11.27
Part-1080,354,148,383,301,9346.53,1.0,345.5914,0.0,True,29,153,75544.4586,66197.93,87.63
Part-1081,68,31,28,29,754.4,1.0,28.8694,0.0,True,-40,-2,1427.2482,672.85,47.14
Part-1082,140,31,174,121,3914.78,1.0,152.8964,0.0,True,34,90,25292.2683,21377.49,84.52
Part-1083,145,30,54,66,2355.29,0.9971,54.7424,0.1,True,-91,36,4317.5117,1962.22,45.45
Part-1084,64,20,18,14,874.94,0.9999,16.0466,0.2,True,-46,-6,2206.7754,1331.84,60.35
Part-1085,732,107,572,425,55875.89,1.0,504.4081,0.0,True,-160,318,86371.4019,30495.51,35.31
Part-1086,90,9,51,43,13597.8,0.9992,45.3199,0.1,True,-39,34,19016.8829,5419.08,28.5
Part-1087,71,125,60,185,831.36,0.9906,106.7421,0.8,True,-11,60,1201.4592,370.1,30.8
Part-1088,66,29,103,67,36031.22,1.0,116.2189,0.0,True,37,38,163957.0779,127925.86,78.02
Part-1089,25,5,12,11,4984.37,1.0,14.3687,0.0,True,-13,6,8571.9332,3587.56,41.85
Part-1090,47,10,19,14,3030.41,1.0,16.8798,0.0,True,-28,4,6417.5875,3387.18,52.78
Part-1091,35,29,13,26,697.06,1.0,19.2243,0.0,True,-22,-3,1234.877,537.82,43.55
Part-1092,71,30,51,98,3455.57,0.9959,67.6246,0.1,True,-20,68,5885.9926,2430.42,41.29
Part-1093,51,15,18,19,864.7,1.0,17.6321,0.0,True,-33,4,2022.2128,1157.51,57.24
Part-1094,41,49,9,30,576.18,0.9959,18.1006,1.4,True,-32,-19,917.2222,341.04,37.18
Part-1095,50,4,18,13,4251.69,1.0,15.8221,0.0,True,-32,9,10449.3781,6197.69,59.31
Part-1096,42,6,12,10,1902.78,1.0,12.437,0.0,True,-30,4,5566.0667,3663.29,65.81
Part-1097,72,17,24,23,1231.86,0.9999,23.7429,0.2,True,-48,6,3133.0785,1901.22,60.68
Part-1098,38,11,10,12,798.47,0.9993,10.3507,0.2,True,-28,1,2026.6132,1228.14,60.6
Part-1099,31,15,15,22,974.16,1.0,19.4784,0.0,True,-16,7,1451.5213,477.36,32.89
Part-1100,81,19,105,35,9056.7,0.9975,56.4554,0.4,True,24,16,30025.1022,20968.4,69.84
Part-1101,29,7,11,13,612.34,1.0,11.5695,0.0,True,-18,6,1357.7342,745.39,54.9
Part-1102,31,8,20,22,13342.02,0.9995,21.5578,0.2,True,-11,14,15382.3844,2040.36,13.26
Part-1103,121,83,87,112,1231.07,0.9988,93.319,0.3,True,-34,29,1437.6599,206.59,14.37
Part-1104,41,33,37,26,798.86,1.0,33.6738,0.0,True,-4,-7,1136.9377,338.08,29.74
Part-1105,186,8,55,43,27408.13,1.0,48.9178,0.0,True,-131,35,68703.6938,41295.56,60.11
Part-1106,44,10,23,14,1150.27,1.0,20.0894,0.0,True,-21,4,2057.4869,907.22,44.09
Part-1107,73,5,26,20,11156.23,1.0,23.1428,0.0,True,-47,15,25720.7688,14564.54,56.63
Part-1108,484,100,270,330,7420.53,1.0,292.8263,0.0,True,-214,230,10314.0074,2893.48,28.05
Part-1109,40,7,16,11,2425.79,1.0,14.5048,0.0,True,-24,4,5202.4833,2776.69,53.37
Part-1110,109,8,58,17,23093.33,0.9961,41.3532,0.1,True,-51,9,39059.9168,15966.59,40.88
Part-1111,141,30,48,58,2179.95,0.9956,46.9049,0.1,True,-93,28,4123.131,1943.18,47.13
Part-1112,466,11,149,184,75280.1,1.0,166.2149,0.0,True,-317,173,134950.4396,59670.34,44.22
Part-1113,35,34,15,24,1461.06,0.9968,18.1197,0.1,True,-20,-10,1822.111,361.05,19.81
Part-1114,108,24,53,46,3357.76,0.9906,45.8887,0.9,True,-55,22,5192.263,1834.5,35.33
Part-1115,49,17,18,21,623.23,1.0,20.0173,0.0,True,-31,4,1298.4097,675.18,52.0
Part-1116,87,44,32,45,1640.2,1.0,37.0394,0.0,True,-55,1,2985.1527,1344.95,45.05
Part-1117,46,5,30,19,6403.13,1.0,26.1555,0.0,True,-16,14,8644.9898,2241.86,25.93
Part-1118,141,133,101,155,2544.45,0.9985,121.6421,0.6,True,-40,22,2872.7314,328.28,11.43
Part-1119,65,16,35,23,1262.52,0.9995,29.8913,0.1,True,-30,7,2139.9499,877.43,41.0
Part-1120,96,138,80,190,647.94,1.0,134.6005,0.0,True,-16,52,1313.7309,665.79,50.68
Part-1121,27,26,12,16,413.54,0.9949,12.5656,0.1,True,-15,-10,545.4406,131.9,24.18
Part-1122,180,133,126,130,2474.24,1.0,124.324,0.0,True,-54,-3,3185.55,711.31,22.33
Part-1123,36,28,9,24,428.34,0.9997,15.7337,0.2,True,-27,-4,904.1967,475.86,52.63
Part-1124,65,39,25,42,821.24,1.0,38.7965,0.0,True,-40,3,1496.5681,675.33,45.13
Part-1125,97,71,89,64,1915.54,1.0,80.1328,0.0,True,-8,-7,3059.051,1143.51,37.38
Part-1126,1973,33,969,755,418858.41,0.9986,853.7016,0.1,True,-1004,722,621187.2417,202328.83,32.57
Part-1127,133,15,129,110,89156.86,0.9927,113.0621,0.7,True,-4,95,234070.4091,144913.55,61.91
Part-1128,175,13,131,101,56101.77,1.0,117.7469,0.0,True,-44,88,108125.8985,52024.13,48.11
Part-1129,72,40,49,41,1875.49,0.9994,43.6177,0.1,True,-23,1,2385.944,510.45,21.39
Part-1130,584,75,388,172,6580.13,1.0,315.8852,0.0,True,-196,97,9470.2188,2890.09,30.52
Part-1131,101,90,63,84,2094.54,0.9958,66.7804,0.1,True,-38,-6,2597.3254,502.79,19.36
Part-1132,328,32,432,113,84480.97,1.0,298.238,0.0,True,104,81,353630.1383,269149.17,76.11
Part-1133,88,26,27,21,324.15,1.0,26.9484,0.0,True,-61,-5,754.3917,430.24,57.03
Part-1134,114,78,126,150,1261.24,1.0,157.1485,0.0,True,12,72,1167.7458,-93.49,-8.01
Part-1135,100,11,59,31,31510.56,1.0,52.0964,0.0,True,-41,20,48368.6336,16858.07,34.85
Part-1136,114,58,123,118,2804.69,1.0,127.9006,0.0,True,9,60,5031.799,2227.11,44.26
Part-1137,24,7,11,12,3112.5,0.9998,11.6594,0.2,True,-13,5,5314.453,2201.95,41.43
Part-1138,111,13,53,45,6924.96,1.0,46.8163,0.0,True,-58,32,12306.4501,5381.49,43.73
Part-1139,250,13,231,180,125694.1,0.9975,201.643,0.1,True,-19,167,372735.8227,247041.72,66.28
Part-1140,31,24,11,17,513.07,1.0,14.095,0.0,True,-20,-7,837.3204,324.25,38.72
Part-1141,274,128,210,442,6280.69,1.0,345.631,0.1,True,-64,314,15165.7173,8885.03,58.59
Part-1142,160,31,75,67,3255.11,0.9967,66.5272,0.1,True,-85,36,5513.5869,2258.48,40.96
Part-1143,55,109,20,65,293.91,0.9949,39.0591,1.4,True,-35,-44,353.3604,59.45,16.82
Part-1144,80,19,29,28,2125.97,0.9918,25.5904,0.7,True,-51,9,3965.3967,1839.43,46.39
Part-1145,36,13,18,17,1827.92,0.9927,15.948,0.7,True,-18,4,2585.4899,757.57,29.3
Part-1146,912,112,283,220,4605.16,0.9989,248.3908,0.1,True,-629,108,11640.5692,7035.41,60.44
Part-1147,149,56,154,119,5567.41,0.9982,134.0532,0.1,True,5,63,16031.6215,10464.21,65.27
Part-1148,32,14,11,14,955.65,0.9973,11.5375,0.1,True,-21,0,1865.2817,909.63,48.77
Part-1149,34,7,20,7,6322.52,1.0,15.2718,0.0,True,-14,0,10271.9682,3949.45,38.45
Part-1150,78,12,61,24,20214.88,0.9976,45.9558,0.1,True,-17,12,23355.7204,3140.84,13.45
Part-1151,42,7,39,13,12878.62,1.0,36.7877,0.0,True,-3,6,16939.0059,4060.39,23.97
Part-1152,40,52,17,44,1146.57,0.999,27.9527,0.3,True,-23,-8,1641.5639,494.99,30.15
Part-1153,355,169,200,262,1804.7,1.0,232.2263,0.0,True,-155,93,2518.7461,714.05,28.35
Part-1154,42,29,8,30,1161.53,0.9992,19.2108,0.2,True,-34,1,2738.911,1577.38,57.59
Part-1155,369,297,397,529,8866.73,0.9969,417.3817,0.1,True,28,232,23684.9464,14818.22,62.56
Part-1156,41,31,44,35,1401.56,1.0,39.2718,0.0,True,3,4,2079.3932,677.83,32.6
Part-1157,768,54,671,478,148989.46,1.0,510.8059,0.1,True,-97,424,146484.7199,-2504.74,-1.71
Part-1158,58,25,23,27,1103.55,0.9959,22.3604,0.3,True,-35,2,1913.9278,810.38,42.34
Part-1159,46,41,27,43,1154.56,1.0,41.8392,0.0,True,-19,2,1539.968,385.41,25.03
Part-1160,31,2,7,7,2351.96,1.0,7.5873,0.0,True,-24,5,8069.0466,5717.09,70.85
Part-1161,16,4,6,8,3797.03,1.0,8.6061,0.0,True,-10,4,7147.4369,3350.41,46.88
Part-1162,21,16,4,18,394.2,1.0,11.7795,0.0,True,-17,2,833.9558,439.76,52.73
Part-1163,11,63,8,23,773.31,1.0,16.6422,0.0,True,-3,-40,875.4593,102.15,11.67
Part-1164,80,36,54,49,4402.18,0.9923,47.8871,0.7,True,-26,13,5165.1185,762.94,14.77
Part-1165,43,20,10,22,643.74,1.0,15.8411,0.0,True,-33,2,1512.6491,868.91,57.44
Part-1166,26,14,7,13,1438.12,1.0,10.2821,0.0,True,-19,-1,3272.0694,1833.95,56.05
Part-1167,136,13,36,29,10660.47,0.9958,31.6878,0.1,True,-100,16,24782.8044,14122.33,56.98
Part-1168,100,36,84,76,2948.42,0.9996,87.7039,0.2,True,-16,40,6338.0255,3389.61,53.48
Part-1169,43,5,26,24,39663.51,0.9904,23.0644,1.5,True,-17,19,43272.8365,3609.33,8.34
Part-1170,18,18,14,21,762.11,1.0,16.951,0.0,True,-4,3,854.4532,92.34,10.81
Part-1171,21,24,12,16,704.24,0.9992,13.2528,0.1,True,-9,-8,849.0442,144.8,17.05
Part-1172,61,79,16,46,371.03,1.0,29.3315,0.0,True,-45,-33,656.3896,285.36,43.47
Part-1173,50,25,13,29,450.1,1.0,23.4513,0.0,True,-37,4,997.3103,547.21,54.87
Part-1174,58,4,40,13,11979.58,1.0,31.438,0.0,True,-18,9,16584.6572,4605.08,27.77
Part-1175,121,48,81,70,3066.75,0.9926,71.4938,0.7,True,-40,22,3620.5466,553.8,15.3
Part-1176,29,35,14,18,307.88,0.9961,14.6482,0.1,True,-15,-17,369.9218,62.04,16.77
Part-1177,36,34,13,22,677.22,0.9989,16.8754,0.1,True,-23,-12,988.6126,311.39,31.5
Part-1178,26,6,12,9,2225.99,0.9993,10.7125,0.2,True,-14,3,3996.2876,1770.3,44.3
Part-1179,55,4,25,20,12148.56,1.0,22.392,0.0,True,-30,16,20821.5179,8672.96,41.65
Part-1180,158,12,53,32,13074.66,0.9995,46.172,0.2,True,-105,20,31348.2044,18273.54,58.29
Part-1181,44,77,7,24,317.89,0.9791,13.8142,2.3,True,-37,-53,291.6367,-26.25,-9.0
Part-1182,106,29,49,61,1964.32,0.9956,49.0115,0.1,True,-57,32,3074.5945,1110.27,36.11
Part-1183,20,45,5,15,92.94,0.9848,10.09,1.3,True,-15,-30,85.8555,-7.08,-8.25
Part-1184,29,23,11,20,862.28,0.9998,17.3189,0.1,True,-18,-3,1514.7029,652.42,43.07
Part-1185,30,8,8,10,537.55,1.0,9.1437,0.0,True,-22,2,1390.0245,852.47,61.33
Part-1186,48,66,31,41,1626.75,0.9953,32.4508,0.1,True,-17,-25,1847.356,220.61,11.94
Part-1187,17,161,2,14,406.8,0.834,6.6448,9.1,False,-15,-147,362.6571,-44.14,-12.17
Part-1188,39,16,16,14,959.99,0.9981,14.0569,0.1,True,-23,-2,1637.1112,677.12,41.36
Part-1189,23,11,6,12,390.24,1.0,9.1485,0.0,True,-17,1,922.7324,532.49,57.71
Part-1190,33,10,14,20,2544.52,1.0,16.5481,0.0,True,-19,10,4401.9083,1857.39,42.2
Part-1191,25,9,7,10,403.3,1.0,8.6863,0.0,True,-18,1,904.7397,501.44,55.42
Part-1192,58,71,32,49,367.58,0.9964,36.6314,0.1,True,-26,-22,437.0494,69.47,15.9
Part-1193,50,12,23,21,1278.18,0.9908,20.5447,1.4,True,-27,9,1942.0659,663.89,34.18
Part-1194,35,4,26,10,10576.88,0.997,19.3597,0.1,True,-9,6,12559.639,1982.76,15.79
Part-1195,121,28,51,66,1209.44,0.9967,53.5054,0.1,True,-70,38,2140.496,931.06,43.5
Part-1196,12,21,7,12,755.57,1.0,10.601,0.0,True,-5,-9,1101.4706,345.9,31.4
Part-1197,253,42,110,51,2984.88,1.0,89.9173,0.0,True,-143,9,6389.6144,3404.73,53.29
Part-1198,71,38,90,41,2474.54,1.0,72.9094,0.0,True,19,3,5716.2305,3241.69,56.71
Part-1199,11,31,6,16,289.14,0.9982,11.4454,1.2,True,-5,-15,349.0862,59.95,17.17
Part-1200,26,24,14,24,530.86,0.9978,17.7105,0.1,True,-12,0,682.3341,151.47,22.2
Part-1201,51,16,33,22,1195.68,1.0,29.1118,0.0,True,-18,6,1719.6903,524.01,30.47
Part-1202,103,51,56,156,2238.13,1.0,99.3412,0.0,True,-47,105,2778.2128,540.08,19.44
Part-1203,33,43,8,28,309.49,0.9806,17.8976,1.7,True,-25,-15,413.6826,104.19,25.19
Part-1204,27,10,10,12,626.75,1.0,11.4517,0.0,True,-17,2,1252.8169,626.07,49.97
Part-1205,25,83,9,32,1203.6,0.9742,19.3305,1.8,True,-16,-51,962.9509,-240.65,-24.99
Part-1206,26,11,7,8,247.86,1.0,7.2389,0.0,True,-19,-3,600.9425,353.08,58.75
Part-1207,16,3,7,5,3936.75,0.9942,5.809,1.2,True,-9,2,6685.4769,2748.73,41.11
Part-1208,15,13,9,13,590.66,1.0,13.324,0.0,True,-6,0,783.5328,192.87,24.62
Part-1209,21,13,5,16,344.76,0.9967,9.7156,1.4,True,-16,3,641.5565,296.8,46.26
Part-1210,13,12,7,8,481.33,1.0,7.781,0.0,True,-6,-4,681.7919,200.46,29.4
Part-1211,18,15,8,11,469.17,1.0,9.7278,0.0,True,-10,-4,675.2454,206.08,30.52
Part-1212,594,16,299,270,204467.44,0.997,262.4676,0.1,True,-295,254,236607.5227,32140.08,13.58
Part-1213,22,5,11,8,7712.69,1.0,9.6435,0.0,True,-11,3,13938.2341,6225.54,44.67
Part-1214,720,37,667,322,220576.01,1.0,537.454,0.0,True,-53,285,473497.4234,252921.41,53.42
Part-1215,18,15,6,9,995.27,1.0,7.5967,0.0,True,-12,-6,1571.9434,576.67,36.69
Part-1216,48,3,16,18,6394.14,1.0,18.5477,0.0,True,-32,15,12932.9309,6538.79,50.56
Part-1217,170,47,91,186,4121.87,1.0,158.7452,0.0,True,-79,139,4887.6277,765.76,15.67
Part-1218,323,145,217,267,2509.24,1.0,247.2662,0.0,True,-106,122,4232.9495,1723.71,40.72
Part-1219,46,50,37,57,1266.67,1.0,47.7072,0.0,True,-9,7,1300.7309,34.06,2.62
Part-1220,427,96,592,186,7380.02,1.0,421.0267,0.0,True,165,90,33280.4841,25900.46,77.82
Part-1221,18,22,6,11,953.26,0.9945,7.762,0.1,True,-12,-11,1303.2573,350.0,26.86
Part-1222,512,22,542,258,122107.34,1.0,427.2363,0.0,True,30,236,900016.5123,777909.17,86.43
Part-1223,18,18,4,12,651.52,0.9927,7.7478,1.4,True,-14,-6,1013.7923,362.27,35.73
Part-1224,19,13,4,10,376.42,1.0,7.4512,0.0,True,-15,-3,842.6563,466.24,55.33
Part-1225,91,147,32,96,333.64,0.9937,59.5298,1.2,True,-59,-51,346.4569,12.82,3.7
Part-1226,12,30,5,13,1025.66,1.0,9.5378,0.0,True,-7,-17,1106.0714,80.41,7.27
Part-1227,32,18,21,22,2193.84,1.0,20.8034,0.0,True,-11,4,3047.2036,853.36,28.0
Part-1228,10,3,4,3,4053.87,1.0,4.7238,0.0,True,-6,0,8221.1757,4167.31,50.69
Part-1229,28,28,15,20,647.69,1.0,17.1341,0.0,True,-13,-8,850.5742,202.88,23.85
Part-1230,35,24,12,16,1622.21,1.0,13.9023,0.0,True,-23,-8,2653.7015,1031.49,38.87
Part-1231,93,10,27,33,15710.38,1.0,29.8514,0.0,True,-66,23,39986.4283,24276.05,60.71
Part-1232,243,243,314,203,4282.17,1.0,287.6648,0.0,True,71,-40,10415.5755,6133.41,58.89
Part-1233,357,157,457,237,15654.11,0.992,317.4265,0.7,True,100,80,43609.2497,27955.14,64.1
Part-1234,14,8,5,8,629.32,1.0,6.2805,0.0,True,-9,0,1091.1165,461.8,42.32
Part-1235,55,30,30,37,1535.98,0.9977,31.0371,0.1,True,-25,7,2185.542,649.56,29.72
Part-1236,8,4,5,9,5421.89,1.0,7.8472,0.0,True,-3,5,6468.9526,1047.06,16.19
Part-1237,13,2,5,4,2130.0,1.0,4.4875,0.0,True,-8,2,4860.0128,2730.01,56.17
Part-1238,16,20,4,10,398.32,0.9891,7.2111,1.1,True,-12,-10,516.2845,117.96,22.85
Part-1239,71,56,72,47,1625.69,1.0,65.6636,0.0,True,1,-9,3897.6311,2271.94,58.29
Part-1240,461,93,204,260,4630.28,1.0,228.8796,0.0,True,-257,167,8420.0354,3789.76,45.01
Part-1241,26,27,14,18,798.03,0.9921,13.9713,0.7,True,-12,-9,1006.5333,208.5,20.71
Part-1242,16,108,7,20,389.71,0.9927,12.8911,0.2,True,-9,-88,432.982,43.27,9.99
Part-1243,191,83,247,123,6420.42,1.0,194.9976,0.0,True,56,40,42817.949,36397.53,85.01
Part-1244,13,4,5,5,1710.7,1.0,4.9631,0.0,True,-8,1,3667.6519,1956.95,53.36
Part-1245,78,40,52,34,1399.99,1.0,46.1418,0.1,True,-26,-6,1986.9682,586.98,29.54
Part-1246,12,9,3,9,962.29,0.9947,5.7268,1.4,True,-9,0,1767.2338,804.94,45.55
Part-1247,13,12,5,13,165.47,0.996,8.7976,1.2,True,-8,1,203.2846,37.81,18.6
Part-1248,95,124,75,187,1075.76,0.9989,129.053,1.2,True,-20,63,1156.7321,80.97,7.0
Part-1249,11,28,2,8,324.08,0.9659,4.6122,2.6,True,-9,-20,297.6672,-26.41,-8.87
Part-1250,47,14,18,13,846.75,1.0,16.275,0.0,True,-29,-1,1805.4848,958.73,53.1
Part-1251,14,7,4,5,1331.04,1.0,4.4724,0.0,True,-10,-2,2769.8546,1438.81,51.95
Part-1252,5,2,2,3,1704.8,1.0,2.9317,0.0,True,-3,1,3137.0343,1432.23,45.66
Part-1253,27,14,7,15,237.7,1.0,10.9291,0.0,True,-20,1,529.549,291.85,55.11
Part-1254,155,38,148,182,8044.85,1.0,160.9885,0.1,True,-7,144,46099.7219,38054.87,82.55
Part-1255,251,133,128,130,3417.73,1.0,122.2677,0.0,True,-123,-3,5791.8142,2374.08,40.99
Part-1256,35,37,26,33,1493.29,0.9917,25.0833,0.7,True,-9,-4,1632.1884,138.9,8.51
Part-1257,6,8,3,7,817.76,1.0,5.7579,0.0,True,-3,-1,1220.7154,402.96,33.01
Part-1258,94,73,57,78,720.07,0.9925,59.5198,0.7,True,-37,5,929.0734,209.0,22.5
Part-1259,29,11,26,19,777.65,1.0,22.4735,0.0,True,-3,8,1275.2414,497.59,39.02
Part-1260,516,281,421,429,3184.9,0.993,385.1006,0.3,True,-95,148,3695.2169,510.32,13.81
Part-1261,51,4,15,12,4191.88,0.999,13.5145,1.2,True,-36,8,10868.6236,6676.74,61.43
Part-1262,34,115,8,57,392.17,0.9892,31.5538,0.7,True,-26,-58,494.8079,102.64,20.74
Part-1263,13,9,2,6,398.0,0.9772,3.6107,2.0,True,-11,-3,648.8431,250.84,38.66
Part-1264,8,6,2,5,275.37,1.0,3.3598,0.0,True,-6,-1,565.5706,290.2,51.31
Part-1265,13,4,4,5,371.19,0.992,3.876,0.7,True,-9,1,716.4459,345.26,48.19
Part-1266,9,2,4,2,2649.95,0.9961,3.3187,0.1,True,-5,0,4680.5026,2030.55,43.38
Part-1267,9,8,4,6,308.36,0.9932,4.3602,0.6,True,-5,-2,405.9663,97.61,24.04
Part-1268,7,25,2,5,447.47,1.0,3.9028,0.0,True,-5,-20,462.9494,15.48,3.34
Part-1269,10,12,2,7,722.89,0.983,3.9637,1.4,True,-8,-5,973.3571,250.47,25.73
Part-1270,15,11,5,8,635.62,1.0,6.4031,0.0,True,-10,-3,1011.529,375.91,37.16
Part-1271,22,17,10,12,394.85,0.995,9.7041,0.1,True,-12,-5,572.9477,178.1,31.08
Part-1272,37,38,29,30,455.76,1.0,29.7827,0.0,True,-8,-8,524.8527,69.09,13.16
Part-1273,24,6,11,10,5453.93,1.0,11.7463,0.0,True,-13,4,9949.3754,4495.45,45.18
Part-1274,48,17,14,26,1102.32,1.0,19.6679,0.0,True,-34,9,2588.0422,1485.72,57.41
Part-1275,5,4,3,4,1747.83,1.0,3.8013,0.0,True,-2,0,2117.5705,369.74,17.46
Part-1276,19,12,6,12,1153.47,0.9926,7.8417,0.7,True,-13,0,1930.1503,776.68,40.24
Part-1277,7,2,2,5,1133.65,1.0,3.6402,0.0,True,-5,3,2129.6352,995.99,46.77
Part-1278,28,103,12,40,1120.45,0.9784,25.0953,1.9,True,-16,-63,1093.119,-27.33,-2.5
Part-1279,41,4,39,15,18028.0,0.9967,28.9708,0.1,True,-2,11,33799.5449,15771.54,46.66
Part-1280,66,32,15,21,921.1,0.9934,15.8629,0.6,True,-51,-11,1804.9141,883.81,48.97
Part-1281,44,50,14,38,405.3,1.0,24.5318,0.0,True,-30,-12,679.4225,274.12,40.35
Part-1282,78,8,46,34,24381.19,0.9988,39.3566,0.1,True,-32,26,33372.0282,8990.84,26.94
Part-1283,129,37,49,62,1903.51,1.0,56.4504,0.0,True,-80,25,3803.3266,1899.82,49.95
Part-1284,6,26,1,6,347.67,0.8802,3.079,4.5,False,-5,-20,358.0186,10.35,2.89
