parca_no,mevcut_r,mevcut_Q,onerilen_r,onerilen_Q,optimize_maliyet,servis_seviyesi,ortalama_stok,stoksuz_gun,hedef_servis_saglandir,r_degisimi,Q_degisimi,mevcut_maliyet,maliyet_tasarrufu,tasarruf_orani
Part-226,1405,798,779,824,1570.62,1.0,815.036,0.0,True,-626,26,2405.2268,834.61,34.7
Part-227,3914,604,4550,1693,62354.55,1.0,3540.928,0.0,True,636,1089,212470.7223,150116.17,70.65
Part-228,2614,226,2416,1330,62584.51,0.9936,1898.39,0.3,True,-198,1104,117419.1129,54834.6,46.7
Part-229,2055,903,2335,1185,13438.13,0.9925,1595.4482,0.7,True,280,282,23606.114,10167.98,43.07
Part-230,589,185,889,321,16638.57,1.0,861.8838,0.0,True,300,136,151452.0012,134813.43,89.01
Part-231,1231,26,829,413,216447.49,1.0,653.061,0.0,True,-402,387,303550.3224,87102.83,28.69
Part-232,962,205,1028,1283,28686.59,1.0,1108.3893,0.1,True,66,1078,415337.6936,386651.1,93.09
Part-233,1297,305,1405,355,76750.65,0.9927,866.1299,0.5,True,108,50,115846.2728,39095.62,33.75
Part-234,2319,213,1565,1410,51919.28,0.991,1393.3168,0.7,True,-754,1197,54389.3729,2470.09,4.54
Part-235,1459,56,1509,423,268395.7,0.9966,984.1794,0.4,True,50,367,719828.5039,451432.8,62.71
Part-236,2416,236,1361,1184,12832.43,0.9968,1201.2791,0.1,True,-1055,948,16395.2945,3562.86,21.73
Part-237,1260,230,1117,876,23628.47,1.0,987.4399,0.0,True,-143,646,40489.824,16861.35,41.64
Part-238,2711,168,2849,818,509202.4,0.9853,1723.251,1.6,True,138,650,918013.8871,408811.49,44.53
Part-239,4007,107,5889,1123,1734694.62,0.9995,4013.303,0.1,True,1882,1016,17719441.265,15984746.64,90.21
Part-240,2217,26,1494,1047,928492.89,0.9977,1309.2214,0.1,True,-723,1021,5160387.5285,4231894.64,82.01
Part-241,673,1829,657,973,1212.81,0.9937,715.084,0.3,True,-16,-856,1167.7926,-45.02,-3.86
Part-242,1697,89,1044,824,42956.72,1.0,942.0094,0.0,True,-653,735,50117.7211,7161.0,14.29
Part-243,1444,78,1539,472,512400.32,0.9889,909.529,1.6,True,95,394,983277.4644,470877.14,47.89
Part-244,491,28,594,195,204316.36,1.0,372.1043,0.0,True,103,167,1228467.5051,1024151.15,83.37
Part-245,743,51,671,1022,397344.56,1.0,894.6061,0.0,True,-72,971,7277131.203,6879786.64,94.54
Part-246,742,190,696,229,21304.13,0.9954,469.0678,0.1,True,-46,39,27267.4142,5963.28,21.87
Part-247,3082,93,1338,997,156874.82,1.0,1177.8904,0.0,True,-1744,904,250574.4122,93699.59,37.39
Part-248,942,97,923,459,239341.62,1.0,744.5728,0.0,True,-19,362,445972.1984,206630.58,46.33
Part-249,1515,200,1633,665,49668.01,0.9949,1213.7857,0.1,True,118,465,104539.9715,54871.96,52.49
Part-250,1744,494,1062,1018,11433.04,0.9914,931.9613,0.7,True,-682,524,14244.3856,2811.35,19.74
Part-251,4034,73,4020,1806,371788.85,1.0,3289.8696,0.0,True,-14,1733,2259924.9009,1888136.05,83.55
Part-252,558,135,633,197,8134.36,0.9982,417.7899,0.1,True,75,62,15548.843,7414.48,47.69
Part-253,1030,324,1039,693,5982.82,1.0,1167.541,0.0,True,9,369,15536.3812,9553.56,61.49
Part-254,1632,268,1533,778,34618.13,1.0,979.2344,0.0,True,-99,510,33786.6147,-831.52,-2.46
Part-255,2551,42,876,401,431397.9,1.0,707.6212,0.0,True,-1675,359,757224.7248,325826.82,43.03
Part-256,1581,38,830,1023,202128.55,1.0,898.3891,0.0,True,-751,985,603359.8724,401231.32,66.5
Part-257,1052,226,1356,680,27715.62,1.0,1067.72,0.0,True,304,454,229041.3024,201325.68,87.9
Part-258,542,44,699,440,364915.67,1.0,776.6627,0.0,True,157,396,5965201.9144,5600286.24,93.88
Part-259,447,157,618,184,7350.57,0.9979,399.8829,0.4,True,171,27,28637.9635,21287.39,74.33
Part-260,1537,39,2001,664,859112.02,1.0,1878.8824,0.0,True,464,625,11026589.7761,10167477.76,92.21
Part-261,1087,204,992,1497,18155.51,0.9935,1082.2575,0.2,True,-95,1293,39074.7655,20919.26,53.54
Part-262,790,106,1100,725,138084.89,1.0,1032.6039,0.0,True,310,619,2622802.4148,2484717.52,94.74
Part-263,1529,243,1881,367,20543.82,0.996,1255.686,0.1,True,352,124,43254.0909,22710.27,52.5
Part-264,1130,67,724,643,33541.35,0.9972,646.9873,0.1,True,-406,576,48523.1709,14981.82,30.88
Part-265,689,179,794,339,21826.87,1.0,599.8508,0.0,True,105,160,61721.6257,39894.76,64.64
Part-266,1755,282,2119,993,39530.53,1.0,1574.3998,0.0,True,364,711,351756.6356,312226.11,88.76
Part-267,1198,71,317,421,43735.46,1.0,360.2266,0.0,True,-881,350,112713.7402,68978.28,61.2
Part-268,1542,325,808,405,4447.91,1.0,644.686,0.0,True,-734,80,7996.5849,3548.67,44.38
Part-269,1690,283,714,612,7968.78,0.9926,631.7274,0.7,True,-976,329,13151.3483,5182.57,39.41
Part-270,4040,49,1469,1261,358222.54,0.9927,1301.5782,0.7,True,-2571,1212,753828.1519,395605.61,52.48
Part-271,811,912,879,1318,1387.02,1.0,1034.0478,0.0,True,68,406,1518.1731,131.15,8.64
Part-272,1086,85,1394,462,736766.96,0.9975,903.8141,0.2,True,308,377,2717570.331,1980803.37,72.89
Part-273,1417,56,1894,415,491921.51,0.9953,1312.0007,0.1,True,477,359,1279312.5852,787391.08,61.55
Part-274,849,152,725,622,23225.63,0.9948,633.2981,0.1,True,-124,470,36300.5649,13074.93,36.02
Part-275,1345,377,1510,495,36901.04,0.9949,1017.6649,0.1,True,165,118,79378.6573,42477.62,53.51
Part-276,1286,143,1474,412,17320.47,1.0,956.8777,0.0,True,188,269,48037.0416,30716.57,63.94
Part-277,1545,64,1949,581,1789135.7,0.9841,1194.2678,1.5,True,404,517,6736187.5579,4947051.86,73.44
Part-278,1635,223,1668,821,17041.81,1.0,1341.8479,0.0,True,33,598,59440.5308,42398.72,71.33
Part-279,1030,190,853,939,19396.84,1.0,940.5382,0.0,True,-177,749,135332.6807,115935.84,85.67
Part-280,1086,50,1276,340,226787.32,0.9996,833.7964,0.5,True,190,290,1381503.8923,1154716.57,83.58
Part-281,1231,227,1206,403,7209.28,1.0,854.4192,0.0,True,-25,176,7773.9299,564.65,7.26
Part-282,663,124,840,821,38340.3,1.0,979.7719,0.0,True,177,697,467379.0245,429038.72,91.8
Part-283,817,92,1216,326,213971.99,0.9899,745.7193,0.7,True,399,234,844569.2528,630597.26,74.66
Part-284,1083,114,1494,739,181988.65,1.0,1199.4846,0.0,True,411,625,2150568.8789,1968580.23,91.54
Part-285,5038,489,6597,1599,174157.09,0.9961,4181.1786,0.2,True,1559,1110,795665.8643,621508.77,78.11
Part-286,907,152,1332,397,14820.72,0.9994,846.2353,0.3,True,425,245,119913.7093,105092.99,87.64
Part-287,709,305,1085,606,9613.33,1.0,819.0768,0.0,True,376,301,54656.8778,45043.55,82.41
Part-288,1396,212,1517,402,24646.51,1.0,985.2294,0.0,True,121,190,56926.3091,32279.8,56.7
Part-289,1522,77,623,701,28020.14,0.9998,703.4154,0.2,True,-899,624,43699.7134,15679.57,35.88
Part-290,966,49,1249,399,172330.91,1.0,881.2693,0.0,True,283,350,1691804.5284,1519473.62,89.81
Part-291,1082,31,941,747,443573.49,1.0,824.0538,0.0,True,-141,716,1449841.2519,1006267.76,69.41
Part-292,1462,172,2224,607,73831.94,0.9941,1342.9701,0.5,True,762,435,323175.3816,249343.44,77.15
Part-293,442,57,309,254,180520.18,1.0,368.2536,0.0,True,-133,197,202202.7925,21682.61,10.72
Part-294,1055,200,999,901,38974.15,0.9919,891.6588,0.7,True,-56,701,80165.8253,41191.68,51.38
Part-295,788,130,643,252,6922.41,0.9957,475.9242,0.1,True,-145,122,8021.2892,1098.88,13.7
Part-296,812,436,832,959,4036.56,1.0,887.1937,0.0,True,20,523,10238.7223,6202.16,60.58
Part-297,1848,161,867,758,25270.64,0.9955,768.1098,0.4,True,-981,597,35775.2374,10504.6,29.36
Part-298,2066,91,1471,567,38956.82,0.9954,1089.9643,0.1,True,-595,476,43478.7629,4521.94,10.4
Part-299,254,62,379,131,36531.85,1.0,356.1045,0.0,True,125,69,179083.4495,142551.6,79.6
Part-300,2147,398,2291,1498,64713.81,1.0,2511.3896,0.0,True,144,1100,201042.8665,136329.06,67.81
Part-301,908,214,485,361,4697.16,0.9999,426.1159,0.2,True,-423,147,8068.2041,3371.04,41.78
Part-302,890,243,1054,423,11630.73,1.0,672.3584,0.0,True,164,180,46109.9198,34479.19,74.78
Part-303,1215,24,662,197,292302.41,1.0,521.7735,0.0,True,-553,173,343407.6084,51105.2,14.88
Part-304,1722,201,1482,683,10076.11,1.0,1201.4206,0.0,True,-240,482,18416.1367,8340.03,45.29
Part-305,747,107,585,415,15908.09,1.0,533.7675,0.0,True,-162,308,34990.3772,19082.29,54.54
Part-306,867,311,800,617,26150.98,0.9974,691.3769,0.1,True,-67,306,44224.1055,18073.13,40.87
Part-307,1049,549,1071,727,6449.6,0.9949,851.7056,0.4,True,22,178,10709.718,4260.12,39.78
Part-308,695,158,654,344,33541.27,0.9912,456.3239,0.7,True,-41,186,49565.3328,16024.06,32.33
Part-309,905,210,917,312,19179.28,1.0,657.9278,0.0,True,12,102,31166.4855,11987.21,38.46
Part-310,788,46,997,297,165355.14,1.0,651.6948,0.0,True,209,251,1550266.0947,1384910.95,89.33
Part-311,920,39,1202,347,456283.87,1.0,781.0597,0.0,True,282,308,3029329.2479,2573045.38,84.94
Part-312,355,63,481,121,22442.47,0.9934,290.3789,0.4,True,126,58,68688.2153,46245.75,67.33
Part-313,493,88,641,201,11149.7,1.0,393.3868,0.0,True,148,113,148033.6219,136883.92,92.47
Part-314,752,288,1110,335,24474.11,1.0,737.7017,0.0,True,358,47,199160.6548,174686.54,87.71
Part-315,1059,83,1429,387,137948.48,0.9996,901.1744,0.2,True,370,304,1006246.6608,868298.18,86.29
Part-316,783,1223,708,887,877.09,1.0,848.4903,0.0,True,-75,-336,1269.8686,392.78,30.93
Part-317,1055,189,831,1240,26020.22,0.9952,871.7809,0.1,True,-224,1051,42010.7538,15990.53,38.06
Part-318,3405,328,3369,1574,170044.76,0.9896,2291.0968,0.8,True,-36,1246,282865.8108,112821.05,39.89
Part-319,494,45,357,392,16554.24,1.0,393.2471,0.0,True,-137,347,57162.7367,40608.5,71.04
Part-320,811,107,919,292,14183.28,1.0,602.0844,0.0,True,108,185,81443.0813,67259.8,82.59
Part-321,791,153,1111,331,22368.18,0.9982,725.5696,0.3,True,320,178,105222.7133,82854.53,78.74
Part-322,687,184,875,315,28669.11,0.9988,632.5645,0.2,True,188,131,83305.1596,54636.05,65.59
Part-323,1112,204,738,567,20619.91,1.0,658.4854,0.0,True,-374,363,28794.907,8175.0,28.39
Part-324,712,78,232,401,5592.66,1.0,357.277,0.0,True,-480,323,10526.9201,4934.26,46.87
Part-325,629,302,687,588,4905.67,0.9977,610.713,0.1,True,58,286,17273.4013,12367.73,71.6
Part-326,999,242,390,445,10530.82,1.0,510.6,0.0,True,-609,203,20683.6476,10152.83,49.09
Part-327,953,118,1014,261,17440.06,1.0,673.7705,0.0,True,61,143,23919.0625,6479.0,27.09
Part-328,3138,560,2854,1366,60499.43,1.0,2452.5935,0.0,True,-284,806,62417.7857,1918.36,3.07
Part-329,1342,175,816,674,8723.23,0.9992,722.6462,0.1,True,-526,499,11939.5975,3216.37,26.94
Part-330,2122,48,1546,301,788653.8,0.9965,1036.6398,0.1,True,-576,253,786751.1665,-1902.63,-0.24
Part-331,1261,99,995,405,36556.71,0.995,739.7685,0.1,True,-266,306,39876.3804,3319.67,8.32
Part-332,1374,26,448,320,364593.68,1.0,508.6976,0.0,True,-926,294,699851.7249,335258.04,47.9
Part-333,1110,14,532,224,242604.82,1.0,434.4082,0.0,True,-578,210,248506.3282,5901.51,2.37
Part-334,1250,127,282,370,8603.08,1.0,312.8554,0.0,True,-968,243,29379.3543,20776.27,70.72
Part-335,478,19,615,237,294993.84,1.0,462.0121,0.0,True,137,218,3723356.8082,3428362.97,92.08
Part-336,766,487,562,815,1023.29,1.0,676.1479,0.0,True,-204,328,1255.4888,232.2,18.49
Part-337,1421,143,1037,353,22966.71,1.0,803.3665,0.0,True,-384,210,29546.0888,6579.38,22.27
Part-338,1686,80,1695,533,1040619.96,0.9946,966.0811,0.5,True,9,453,2202196.8908,1161576.93,52.75
Part-339,2835,176,3090,892,76353.71,1.0,2009.2145,0.1,True,255,716,229322.2438,152968.53,66.7
Part-340,1110,44,1319,390,488192.32,0.9938,783.6819,0.4,True,209,346,1979844.8618,1491652.54,75.34
Part-341,300,77,272,283,14586.27,0.9999,303.4985,0.1,True,-28,206,19380.2037,4793.93,24.74
Part-342,632,35,831,290,610131.59,0.9966,596.0405,0.1,True,199,255,5090736.7034,4480605.11,88.01
Part-343,1391,150,528,406,3683.13,1.0,472.1644,0.0,True,-863,256,8423.2237,4740.09,56.27
Part-344,943,111,1021,1185,25142.17,0.9932,980.983,0.6,True,78,1074,55382.3823,30240.21,54.6
Part-345,950,268,918,787,15608.7,0.9928,784.3615,0.5,True,-32,519,26087.1347,10478.43,40.17
Part-346,663,34,640,490,212569.89,0.9974,549.063,0.1,True,-23,456,678313.3121,465743.42,68.66
Part-347,1503,130,597,273,7681.37,1.0,482.4182,0.0,True,-906,143,17972.7087,10291.34,57.26
Part-348,420,68,363,132,7425.3,0.9999,230.7228,0.1,True,-57,64,8600.8716,1175.57,13.67
Part-349,961,68,296,344,12204.55,1.0,325.5074,0.0,True,-665,276,28780.8756,16576.33,57.59
Part-350,764,69,815,282,28258.03,1.0,584.9423,0.0,True,51,213,72780.0753,44522.05,61.17
Part-351,767,218,501,212,4097.65,1.0,413.8772,0.0,True,-266,-6,5864.1314,1766.48,30.12
Part-352,1603,414,1735,795,7842.15,1.0,1388.265,0.0,True,132,381,12363.983,4521.83,36.57
Part-353,3000,482,2755,1369,92115.56,0.99,1897.2251,0.7,True,-245,887,92061.8267,-53.73,-0.06
Part-354,2067,66,2123,1328,117167.46,1.0,1825.8275,0.0,True,56,1262,615908.7625,498741.3,80.98
Part-355,389,93,501,326,20161.0,1.0,562.4302,0.0,True,112,233,126524.9558,106363.96,84.07
Part-356,322,162,363,225,8234.62,1.0,292.1662,0.0,True,41,63,13246.9152,5012.3,37.84
Part-357,357,63,244,325,7301.88,1.0,272.502,0.0,True,-113,262,34653.8858,27352.01,78.93
Part-358,601,43,400,539,63546.09,1.0,465.4662,0.0,True,-201,496,239395.4846,175849.39,73.46
Part-359,617,79,576,420,17731.92,1.0,514.8031,0.0,True,-41,341,54733.103,37001.18,67.6
Part-360,715,196,739,908,33489.82,0.9976,764.8774,0.1,True,24,712,117463.5884,83973.77,71.49
Part-361,670,83,620,342,23532.3,0.9933,486.1673,0.6,True,-50,259,44618.0739,21085.77,47.26
Part-362,821,96,943,510,247417.26,1.0,822.7969,0.0,True,122,414,1571136.1258,1323718.87,84.25
Part-363,1870,57,890,404,54610.72,1.0,723.8215,0.0,True,-980,347,90756.5431,36145.82,39.83
Part-364,1476,34,1333,599,522837.23,1.0,1091.2001,0.0,True,-143,565,1895344.8356,1372507.61,72.41
Part-365,1026,112,993,547,60759.56,0.9937,781.1738,0.2,True,-33,435,105174.3668,44414.81,42.23
Part-366,2920,62,3186,1078,389799.47,1.0,2220.114,0.0,True,266,1016,5194015.2745,4804215.8,92.5
Part-367,742,338,800,635,10915.72,0.995,620.495,0.4,True,58,297,17922.847,7007.13,39.1
Part-368,923,218,669,485,9237.94,1.0,600.0525,0.0,True,-254,267,17207.1003,7969.16,46.31
Part-369,383,127,352,280,5360.1,1.0,309.8202,0.0,True,-31,153,6719.3771,1359.28,20.23
Part-370,516,100,694,177,14431.85,1.0,462.4238,0.0,True,178,77,115163.1324,100731.28,87.47
Part-371,1004,116,591,664,17107.75,1.0,643.2798,0.0,True,-413,548,21677.554,4569.8,21.08
Part-372,940,41,685,533,154839.22,0.9974,596.2518,0.1,True,-255,492,222032.5122,67193.29,30.26
Part-373,856,47,1196,735,286097.57,1.0,1285.2235,0.0,True,340,688,4978082.8714,4691985.3,94.25
Part-374,749,117,618,355,21397.29,0.9936,483.1767,0.3,True,-131,238,30098.3841,8701.09,28.91
Part-375,663,79,710,212,11590.25,1.0,475.1456,0.0,True,47,133,19444.5439,7854.29,40.39
Part-376,1360,52,1434,1009,190997.26,1.0,1292.6446,0.0,True,74,957,2189524.3815,1998527.12,91.28
Part-377,1304,204,269,296,4327.33,1.0,298.3652,0.0,True,-1035,92,15820.2179,11492.89,72.65
Part-378,1121,19,470,103,161152.27,0.9961,324.1557,0.1,True,-651,84,214313.9264,53161.66,24.81
Part-379,1029,44,1287,348,515138.45,1.0,881.2568,0.0,True,258,304,3301190.2122,2786051.76,84.4
Part-380,2538,253,961,533,11400.45,0.9944,752.9227,0.1,True,-1577,280,23380.4182,11979.97,51.24
Part-381,736,308,718,459,5273.91,0.9856,498.7827,1.6,True,-18,151,5354.5898,80.68,1.51
Part-382,810,127,650,313,11026.23,1.0,525.1663,0.0,True,-160,186,16705.1172,5678.89,33.99
Part-383,1813,55,919,716,195598.3,1.0,825.118,0.0,True,-894,661,255560.4437,59962.14,23.46
Part-384,1547,18,682,311,294635.41,1.0,554.777,0.0,True,-865,293,498344.6334,203709.22,40.88
Part-385,745,519,614,508,2318.68,0.9988,549.8125,0.1,True,-131,-11,2620.7615,302.08,11.53
Part-386,273,170,290,198,5131.68,1.0,272.3154,0.0,True,17,28,9484.5335,4352.85,45.89
Part-387,828,91,812,365,29767.52,1.0,659.8036,0.0,True,-16,274,59390.0223,29622.5,49.88
Part-388,858,53,983,758,457812.21,0.9997,839.5952,0.1,True,125,705,1575906.8116,1118094.6,70.95
Part-389,2327,265,2019,788,33123.35,0.9948,1497.9386,0.1,True,-308,523,39682.7614,6559.41,16.53
Part-390,686,133,543,595,12402.54,1.0,604.6977,0.0,True,-143,462,34263.5218,21860.98,63.8
Part-391,793,27,414,498,223384.39,1.0,452.7676,0.0,True,-379,471,866267.039,642882.65,74.21
Part-392,1825,50,2565,841,365572.36,1.0,1659.0676,0.0,True,740,791,12196937.1133,11831364.75,97.0
Part-393,571,221,504,246,4838.93,1.0,318.3943,0.0,True,-67,25,5420.555,581.62,10.73
Part-394,380,192,343,338,3227.67,1.0,360.3875,0.0,True,-37,146,15858.9888,12631.32,79.65
Part-395,711,57,461,401,39233.31,1.0,556.8258,0.0,True,-250,344,71090.7941,31857.48,44.81
Part-396,1468,414,726,798,7694.79,1.0,801.4562,0.0,True,-742,384,12714.4758,5019.69,39.48
Part-397,1432,240,1383,824,36505.54,0.9893,989.9994,0.8,True,-49,584,36129.3772,-376.16,-1.04
Part-398,639,173,410,189,3156.45,1.0,330.181,0.0,True,-229,16,4703.1821,1546.73,32.89
Part-399,1374,33,690,759,439949.27,1.0,761.4841,0.0,True,-684,726,1367393.7257,927444.46,67.83
Part-400,785,31,664,326,192411.26,1.0,524.8939,0.0,True,-121,295,574231.868,381820.61,66.49
Part-401,870,15,249,258,159691.28,1.0,314.1003,0.0,True,-621,243,263231.0997,103539.82,39.33
Part-402,508,126,359,303,11297.89,1.0,432.2786,0.0,True,-149,177,13039.1448,1741.25,13.35
Part-403,478,162,577,453,16622.55,1.0,510.7891,0.0,True,99,291,93464.6161,76842.07,82.22
Part-404,986,101,921,574,31698.25,0.9907,695.6802,0.7,True,-65,473,51975.2277,20276.98,39.01
Part-405,928,56,319,266,6143.02,0.9993,283.2778,0.1,True,-609,210,13705.4931,7562.47,55.18
Part-406,395,107,441,198,14010.57,1.0,354.1252,0.0,True,46,91,36250.3405,22239.77,61.35
Part-407,853,46,637,827,116434.98,0.9919,634.0505,0.7,True,-216,781,153007.8459,36572.87,23.9
Part-408,2799,213,2001,2250,49829.5,1.0,2177.2152,0.0,True,-798,2037,82602.1535,32772.65,39.68
Part-409,851,77,338,167,9884.9,1.0,267.5013,0.0,True,-513,90,23082.4159,13197.52,57.18
Part-410,591,104,658,498,10595.06,1.0,594.9873,0.0,True,67,394,62161.4752,51566.42,82.96
Part-411,696,109,804,398,44024.01,0.9926,553.3218,0.7,True,108,289,97975.0283,53951.02,55.07
Part-412,392,115,560,183,12522.62,1.0,407.2185,0.1,True,168,68,108672.9172,96150.3,88.48
Part-413,789,73,269,370,13258.25,1.0,319.9479,0.0,True,-520,297,25003.1581,11744.91,46.97
Part-414,802,142,349,303,6690.29,0.9971,308.7085,0.1,True,-453,161,11255.5052,4565.22,40.56
Part-415,897,190,782,507,23221.69,1.0,692.2329,0.0,True,-115,317,51790.5489,28568.86,55.16
Part-416,676,180,926,459,10776.75,1.0,782.6097,0.0,True,250,279,58287.7895,47511.04,81.51
Part-417,948,95,717,416,26757.09,0.9938,551.7858,0.2,True,-231,321,35581.9624,8824.87,24.8
Part-418,767,106,590,565,55315.3,0.9905,520.6359,1.4,True,-177,459,93120.4353,37805.14,40.6
Part-419,1078,121,321,387,3637.94,1.0,354.9097,0.0,True,-757,266,9169.7218,5531.78,60.33
Part-420,1084,151,881,990,22765.96,1.0,953.8244,0.0,True,-203,839,45814.4057,23048.45,50.31
Part-421,956,79,981,257,120544.38,0.996,587.6384,0.3,True,25,178,282901.5089,162357.13,57.39
Part-422,1323,353,1083,844,9075.77,0.9983,947.4888,0.1,True,-240,491,16270.315,7194.54,44.22
Part-423,287,48,312,323,18408.61,1.0,393.4296,0.0,True,25,275,149080.2009,130671.59,87.65
Part-424,357,96,385,293,7067.79,1.0,341.9335,0.0,True,28,197,29496.013,22428.22,76.04
Part-425,462,166,551,368,12234.44,0.9999,542.0484,0.1,True,89,202,62349.4406,50115.0,80.38
Part-426,755,84,250,242,9633.53,1.0,273.5353,0.0,True,-505,158,22834.3317,13200.8,57.81
Part-427,370,123,296,538,14387.44,0.9998,462.7797,0.2,True,-74,415,50503.5235,36116.08,71.51
Part-428,1489,432,916,1110,8535.63,1.0,1010.6452,0.0,True,-573,678,25814.7392,17279.11,66.94
Part-429,842,19,649,363,479944.9,0.9937,505.5638,0.2,True,-193,344,959460.58,479515.68,49.98
Part-430,1262,31,1663,426,276555.75,1.0,1131.6987,0.0,True,401,395,4317066.9608,4040511.21,93.59
Part-431,575,19,769,293,313968.2,0.9936,491.6512,0.5,True,194,274,1745915.5911,1431947.39,82.02
Part-432,801,354,402,361,4013.17,0.9924,355.5687,0.7,True,-399,7,6107.5839,2094.41,34.29
Part-433,2346,389,3110,1020,35243.01,1.0,2036.4057,0.0,True,764,631,265546.6894,230303.68,86.73
Part-434,411,72,285,213,9000.87,1.0,254.7556,0.2,True,-126,141,11511.1041,2510.23,21.81
Part-435,404,403,194,568,1264.44,1.0,410.7104,0.0,True,-210,165,1803.286,538.85,29.88
Part-436,813,120,493,382,17956.86,0.9996,437.9534,0.1,True,-320,262,24536.4083,6579.55,26.82
Part-437,839,116,629,402,10046.27,1.0,558.6847,0.0,True,-210,286,12045.4867,1999.22,16.6
Part-438,839,603,814,976,3264.98,0.9949,782.2539,0.1,True,-25,373,5179.5045,1914.52,36.96
Part-439,416,122,508,171,10553.29,1.0,394.4802,0.0,True,92,49,31374.0418,20820.75,66.36
Part-440,482,245,389,584,11841.91,1.0,574.8081,0.0,True,-93,339,18489.9736,6648.06,35.95
Part-441,1822,109,2156,600,243484.56,0.9947,1288.0107,0.4,True,334,491,647750.8598,404266.3,62.41
Part-442,593,18,140,192,72289.94,1.0,161.591,0.0,True,-453,174,181131.2776,108841.34,60.09
Part-443,1653,196,1353,720,17611.26,0.9962,1066.1281,0.1,True,-300,524,30692.6328,13081.37,42.62
Part-444,357,106,319,228,15131.54,0.9998,357.9237,0.1,True,-38,122,45358.9715,30227.43,66.64
Part-445,512,25,321,263,100647.21,1.0,286.4851,0.0,True,-191,238,147100.2469,46453.04,31.58
Part-446,551,13,263,213,179038.38,0.9976,230.8749,0.1,True,-288,200,206952.4042,27914.02,13.49
Part-447,4450,459,2136,1675,14634.36,1.0,1909.5392,0.0,True,-2314,1216,25050.773,10416.41,41.58
Part-448,585,199,703,296,24799.22,0.9995,734.2786,0.1,True,118,97,84636.4549,59837.23,70.7
Part-449,597,19,194,245,72778.61,1.0,213.771,0.0,True,-403,226,140600.077,67821.47,48.24
Part-450,554,187,667,217,8708.81,1.0,526.1716,0.0,True,113,30,41583.4904,32874.68,79.06
Part-451,1350,55,860,739,316980.08,0.998,761.8742,0.1,True,-490,684,336434.9395,19454.86,5.78
Part-452,1137,93,1540,1042,587457.55,0.9967,1293.8773,0.1,True,403,949,4467880.647,3880423.1,86.85
Part-453,576,29,657,175,488639.04,0.9914,397.2017,0.8,True,81,146,1181218.5645,692579.52,58.63
Part-454,713,355,363,449,2289.61,1.0,391.0384,0.0,True,-350,94,3828.2326,1538.62,40.19
Part-455,871,49,270,142,10457.38,0.9955,211.258,0.2,True,-601,93,22927.4752,12470.1,54.39
Part-456,928,54,329,308,24181.09,0.9909,291.3113,0.7,True,-599,254,33166.1478,8985.06,27.09
Part-457,1243,366,451,824,1442.66,1.0,636.0311,0.0,True,-792,458,2908.1923,1465.53,50.39
Part-458,572,122,485,1048,17819.13,1.0,812.781,0.0,True,-87,926,148838.8396,131019.71,88.03
Part-459,4197,52,4560,890,1138066.08,1.0,3254.3491,0.0,True,363,838,10753047.0836,9614981.0,89.42
Part-460,653,48,354,196,12312.0,0.9944,276.537,0.1,True,-299,148,18167.4096,5855.41,32.23
Part-461,183,45,195,136,6408.79,0.997,168.5226,0.2,True,12,91,7104.1621,695.37,9.79
Part-462,1415,215,1040,891,64669.8,0.9923,918.5893,0.7,True,-375,676,68056.4038,3386.6,4.98
Part-463,541,161,657,195,11114.2,1.0,438.6611,0.0,True,116,34,32853.9287,21739.73,66.17
Part-464,2734,69,2874,1222,918001.52,1.0,2342.141,0.0,True,140,1153,6098802.0364,5180800.52,84.95
Part-465,258,20,249,207,103192.39,0.9997,221.1062,0.1,True,-9,187,366628.8908,263436.5,71.85
Part-466,786,40,839,235,273864.41,0.9892,523.697,0.7,True,53,195,501362.7245,227498.31,45.38
